Title,ReleaseDate,Popularity,Budget,Revenue,Director,Genre,IMDBRating,IMDBVotes,BoxOfice,Production
Should I Marry Outside My Faith?,'31/12/1962',0.004827,0.0,0.0,Eddie Dew,"Short, Drama",3.8,37,N/A,N/A
Letting In The Sunshine,'01/02/1933',0.001884,0.0,0.0,Lupino Lane,"Comedy, Crime",N/A,N/A,N/A,N/A
Steam Whistle,'15/04/1904',0.001875,0.0,0.0,N/A,"Documentary, Short",4.1,64,N/A,N/A
Megaphone,'NaT',0.0006,0.0,0.0,Elsa Maria Jakobsdóttir,"Short, Drama",6.6,5,N/A,N/A
Dead Run,'06/06/2017',0.59556,0.0,0.0,Shane Taylor,"Short, Action, Horror",N/A,N/A,N/A,N/A
Kaliyugam,'NaT',0.039825,0.0,0.0,K.S. Sethumadhavan,N/A,N/A,N/A,N/A,N/A
Postal Inspector,'16/08/1936',0.004695,0.0,0.0,Otto Brower,"Crime, Drama",5.5,102,N/A,Universal Pictures
The Stoning of Soraya M.,'07/09/2008',1.127579,0.0,0.0,Cyrus Nowrasteh,Drama,8.0,"15,328","$519,730",Roadside Attractions
Alter Egos,'25/09/2004',0.005531,0.0,0.0,Laurence Green,"Documentary, Biography",7.6,133,N/A,N/A
Folk ved Fjorden,'28/10/2011',0.013127,0.0,0.0,Øyvind Sandberg,"Documentary, Biography",7.8,37,N/A,N/A
Go to Blazes,'18/04/1962',0.670455,0.0,0.0,Michael Truman,Comedy,5.7,114,N/A,N/A
Agent Vinod,'23/07/1977',0.00027,0.0,0.0,Deepak Bahry,"Action, Crime, Drama",5.5,53,N/A,N/A
The Bodyguard,'01/01/1944',0.056511,0.0,0.0,"Joseph Barbera, William Hanna","Family, Animation, Short",7.8,632,N/A,N/A
In the Meantime,'01/08/2013',0.077369,0.0,0.0,Roger M. Bobb,"Drama, Romance",6.5,24,N/A,Meantime Productions
John Rabe,'02/04/2009',1.07993,20000000.0,0.0,Florian Gallenberger,"Biography, Drama, History",7.2,"5,389","$100,000",Strand Releasing
The Tomboy,'26/12/1924',0.001969,0.0,0.0,David Kirkland,"Comedy, Drama",N/A,N/A,N/A,N/A
Footprint,'05/12/2016',nan,0.0,0.0,Josh Bell,"Short, Drama, Family",N/A,N/A,N/A,N/A
The Startup Kids,'01/12/2012',0.022052,0.0,0.0,"Vala Halldorsdottir, Sesselja Vilhjalmsdottir","Documentary, Biography",6.8,568,N/A,Matador Media
Grenzstation 58,'16/03/1951',0.014062,0.0,0.0,Harry Hasso,Crime,5.3,6,N/A,N/A
The Dude Goes West,'30/05/1948',0.203397,0.0,0.0,Kurt Neumann,"Comedy, Western",6.8,140,N/A,Warner Bros
The Mouth,'01/01/2014',0.0225,0.0,0.0,Ben Heath,"Comedy, Horror",N/A,N/A,N/A,N/A
Marco Polo: One Hundred Eyes,'26/12/2015',0.332307,0.0,0.0,Alik Sakharov,"Short, Action, Drama",7.9,"5,421",N/A,N/A
Luke and the Rural Roughnecks,'01/03/1916',0.009485,0.0,0.0,Hal Roach,"Comedy, Short",N/A,N/A,N/A,N/A
Feed A,'17/08/2012',0.016346,0.0,0.0,Clarke Mayer,"Short, Action, Horror",6.4,52,N/A,N/A
Rutilo el forastero,'06/06/1963',0.003846,0.0,0.0,Miguel Morayta,"Adventure, Drama, Western",N/A,N/A,N/A,N/A
Thank You Mask Man,'28/09/1971',0.0378,0.0,0.0,"Lenny Bruce, John Magnuson","Animation, Short, Comedy",6.7,290,N/A,N/A
Loco Love,'16/03/2003',0.063072,0.0,0.0,Bryan Lewis,"Comedy, Romance",5.3,471,N/A,Pathfinder Pictures
Home from the Hill,'03/03/1960',1.303557,0.0,0.0,Vincente Minnelli,"Drama, Romance",7.5,"2,285",N/A,Warner Home Video
Gilberto Gil: Tempo Rei,'01/01/2002',0.004891,0.0,0.0,"Lula Buarque de Hollanda, Breno Silveira, Andrucha Waddington",Musical,N/A,N/A,N/A,N/A
Here I Am,'01/01/1962',0.004148,0.0,0.0,Bruce Baillie,Short,6.9,60,N/A,N/A
Falciani's Tax Bomb,'09/05/2015',0.053436,0.0,0.0,Ben Lewis,Documentary,6.9,33,N/A,N/A
Gilgamesh,'01/01/2012',0.013125,0.0,0.0,Joseph Dankha,"Short, Drama, History",7.2,6,N/A,N/A
Chainsaw Maid 2,'25/10/2010',0.009838,0.0,0.0,Lee Hardcastle,"Animation, Short, Horror",6.4,74,N/A,N/A
Blaze Starr Goes Nudist,'01/07/1962',0.004101,0.0,0.0,Doris Wishman,Romance,2.8,273,N/A,N/A
The Lamp,'01/08/2011',0.031287,0.0,0.0,Tracy Trost,"Drama, Family",6.0,244,N/A,WARNER BROTHERS PICTURES
Acts of God,'24/02/2014',0.023117,0.0,0.0,Shane Sooter,Drama,7.7,19,N/A,N/A
Wizards of the Demon Sword,'28/02/1991',0.00083,0.0,0.0,Fred Olen Ray,"Adventure, Comedy, Fantasy",2.3,423,N/A,N/A
I Am Nasrine,'01/06/2012',0.060493,0.0,0.0,Tina Gharavi,Drama,6.3,102,N/A,N/A
Render - Spanning Time with Ani DiFranco,'10/06/2002',0.00375,0.0,0.0,"Ani Difranco, Hilary Goldberg","Documentary, Music",7.2,40,N/A,N/A
Awesometown,'01/01/2005',0.569907,0.0,0.0,"Andy Samberg, Akiva Schaffer, Jorma Taccone","Short, Comedy",8.1,624,N/A,N/A
MacGyver: Lost Treasure of Atlantis,'14/05/1994',0.675854,0.0,0.0,Michael Vejar,"Action, Adventure",6.5,"1,636",N/A,N/A
333,'28/10/2015',0.051544,0.0,0.0,Manuel E. Rosario,"Short, Horror, Thriller",N/A,N/A,N/A,N/A
Quiet Thunder,'11/08/1988',0.000337,0.0,0.0,BJ Davis,Action,3.5,37,N/A,N/A
Istoriya odnoy starushki,'NaT',0.000729,0.0,0.0,Aleksey Gorlov,"Action, Drama, Family",N/A,N/A,N/A,N/A
Israel Philharmonic Orchestra,'NaT',0.0063,0.0,0.0,Peter Berggren,"Documentary, Music",N/A,N/A,N/A,N/A
Air Fright,'23/12/1933',0.004635,0.0,0.0,Gus Meins,"Comedy, Short",7.0,24,N/A,N/A
The Catcher Was a Spy,'NaT',0.028275,0.0,0.0,Ben Lewin,"Biography, Drama, War",N/A,N/A,N/A,N/A
Nahota na prodej,'02/01/1993',3.2e-05,0.0,0.0,Vít Olmer,Crime,3.6,62,N/A,N/A
In de schaduw van de overwinning,'16/01/1986',0.25,0.0,0.0,Ate de Jong,"Drama, War",6.4,222,N/A,N/A
Effi Briest,'25/06/2009',0.414734,0.0,0.0,Hermine Huntgeburth,"Drama, Romance",5.6,661,N/A,Wellspring Media Inc.
Posledniy Zaboy,'08/08/2006',0.150516,0.0,0.0,Sergey Bobrov,Drama,6.2,46,N/A,N/A
Hallow's End,'21/10/2003',0.004176,0.0,0.0,Jon Keeyes,Horror,3.2,255,N/A,Hallow's End Productions
Phool Aur Patthar,'12/10/1966',0.001913,0.0,0.0,O.P. Ralhan,"Action, Drama, Romance",6.6,162,N/A,N/A
Shot In The Frontier,'07/10/1954',0.007617,0.0,0.0,Jules White,"Comedy, Western, Short",7.2,187,N/A,N/A
Noste,'08/05/2015',0.036541,0.0,0.0,Marko Röhr,Short,N/A,N/A,N/A,N/A
Challenge of a Lifetime,'14/02/1985',0.304149,0.0,0.0,Russ Mayberry,"Comedy, Drama, Sport",6.0,35,N/A,Turner Home Entertainment
Recess: School's Out,'27/01/2001',1.038509,10000000.0,44460850.0,Chuck Sheetz,"Animation, Family, Comedy",6.6,"7,478","$34,801,195",Buena Vista Pictures
Emmanuelle in Rio,'31/12/2003',0.17631,0.0,0.0,Kevin Alber,"Drama, Romance",3.3,141,N/A,N/A
Jeitosinha,'25/08/2017',5.758,0.0,0.0,"Johil Carvalho, Sérgio Lacerda",Comedy,N/A,N/A,N/A,N/A
The Promise,'14/02/2007',0.005703,0.0,0.0,Michael Tuviera,"Drama, Romance",6.4,54,N/A,N/A
Home Sick,'14/06/2007',0.306417,0.0,0.0,Adam Wingard,Horror,4.9,505,N/A,N/A
Young and Beautiful,'16/09/1934',0.001875,0.0,0.0,Joseph Santley,"Comedy, Romance",7.3,254,N/A,N/A
Half-Shell Heroes: Blast to the Past,'03/11/2015',0.368545,0.0,0.0,Glen Murakami,"Animation, Short, Action",7.1,78,N/A,N/A
Slam Dance,'02/10/1987',0.148676,0.0,406881.0,Wayne Wang,"Mystery, Thriller",5.3,"1,125",N/A,Island Pictures
Strange Holiday,'01/01/1945',0.009476,0.0,0.0,Arch Oboler,"Drama, Thriller",6.6,57,N/A,N/A
Only Human,'08/10/2009',0.010367,0.0,0.0,Rouzbeh Rashidi,Romance,8.4,29,N/A,N/A
Allan Quatermain and the Temple of Skulls,'29/04/2008',0.224438,50000.0,0.0,Mark Atkins,"Action, Adventure, Romance",2.6,"1,198",N/A,The Asylum
Classe Mista,'11/08/1976',0.153348,0.0,0.0,Mariano Laurenti,Comedy,4.8,59,N/A,N/A
Jesse James Meets Frankenstein's Daughter,'09/04/1966',0.943446,0.0,0.0,William Beaudine,"Horror, Sci-Fi, Western",2.9,"1,333",N/A,Unknown
Paralelos,'09/11/2016',0.107264,0.0,0.0,Rafael Montero,Drama,6.4,195,N/A,N/A
Mr Harvey Lights a Candle,'26/03/2005',0.292611,0.0,0.0,Susanna White,Drama,7.7,214,N/A,N/A
Le signorine dello 04,'09/02/1955',0.011219,0.0,0.0,Gianni Franciolini,"Drama, Comedy, Romance",6.5,24,N/A,N/A
The Last Frontier,'04/09/1932',0.00431,0.0,0.0,"Spencer Gordon Bennet, Thomas Storey",Western,5.9,31,N/A,VCI
A Village Affair,'17/04/1995',0.342638,0.0,0.0,Moira Armstrong,"Drama, Romance",6.2,445,N/A,N/A
Aparoopa,'01/04/1982',0.0,0.0,0.0,Jahnu Barua,N/A,6.8,5,N/A,N/A
Libahunt,'01/01/1968',0.001911,0.0,0.0,Leida Laius,"Drama, Romance",6.6,29,N/A,N/A
Sex and the Teenage Mind,'01/01/2002',0.161612,0.0,0.0,Donald L. Gold,Comedy,4.1,573,N/A,Goldade Productions
The Strange Case of Clara Deane,'06/05/1932',0.014031,0.0,0.0,"Louis J. Gasnier, Max Marcin",Drama,8.1,19,N/A,N/A
Miami Beach,'01/06/2016',0.185754,0.0,0.0,Carlo Vanzina,Comedy,4.3,68,N/A,N/A
Is This a Joke?,'31/12/2011',0.149534,0.0,0.0,Jim Haggerty,Comedy,7.6,18,N/A,N/A
Strictement personnel,'21/08/1985',0.1125,0.0,0.0,Pierre Jolivet,Drama,5.3,43,N/A,N/A
Vortex,'NaT',0.0,0.0,0.0,Michael Pohl,Sci-Fi,6.1,296,N/A,N/A
To The Horizon,'12/06/2013',0.020624,200.0,0.0,Ryan Lee Taylor,"Drama, Romance",N/A,N/A,N/A,N/A
Noche De Duendes,'01/01/1930',0.00343,0.0,0.0,James Parrott,Comedy,6.3,121,N/A,N/A
EIC: Outrage,'08/03/2017',0.182418,0.0,0.0,Sameer Ghauri,Comedy,N/A,N/A,N/A,N/A
MECCA: The Floor That Made Milwaukee Famous,'11/06/2014',0.024375,0.0,0.0,Chris James Thompson,"Documentary, Short",N/A,N/A,N/A,N/A
The Death and Life of Marsha P. Johnson,'27/07/2017',2.389119,0.0,0.0,David France,Documentary,7.7,29,N/A,N/A
The Trouble with Spies,'04/12/1987',0.266418,0.0,0.0,Burt Kennedy,"Action, Adventure, Comedy",4.0,242,N/A,N/A
Robert Mugabe... What Happened?,'11/05/2011',0.116996,0.0,0.0,Simon Bright,"Documentary, Biography, History",7.3,29,N/A,Spier Films
Angrej,'31/07/2015',0.347034,0.0,1900000.0,Simerjit Singh,"Comedy, Romance",8.6,"1,998",N/A,PVS Entertainment
Seventh,'16/10/2014',0.028146,0.0,0.0,Ryon Lee,"Comedy, Horror",5.2,11,N/A,N/A
Oli Vilakku,'20/09/1968',0.304223,0.0,0.0,Tapi Chanakya,N/A,7.9,11,N/A,N/A
Jellysmoke,'17/06/2005',0.010061,0.0,0.0,Mark Banning,"Drama, Romance",6.3,26,N/A,N/A
Luzia Homem,'05/05/1988',1e-06,0.0,0.0,Fábio Barreto,Drama,6.0,99,N/A,N/A
Next Attraction,'20/10/2008',0.021114,0.0,0.0,Raya Martin,Drama,5.4,22,N/A,N/A
Tobymac Alive and Transported,'01/01/2014',0.0225,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A
The Playmates in Deep Vision 3-D,'01/01/1974',0.004116,0.0,0.0,Stephen Gibson,Comedy,6.3,19,N/A,N/A
Krudt og klunker,'06/04/1958',0.002421,0.0,0.0,Annelise Hovmand,Comedy,5.8,40,N/A,N/A
True Story,'17/04/2015',3.941325,0.0,4719695.0,Rupert Goold,"Crime, Drama, Mystery",6.3,"43,140","$3,422,747",20th Century Fox
Putevoditel,'24/12/2004',0.007318,0.0,0.0,Aleksandr Shapiro,N/A,5.6,36,N/A,N/A
Building Bombs,'01/01/1991',0.000273,0.0,0.0,"Mark Mori, Susan Robinson",Documentary,6.3,24,N/A,N/A
Three Little Wolves,'18/04/1936',0.079572,0.0,0.0,David Hand,"Animation, Comedy, Family",7.3,809,N/A,N/A
Panama Lady,'12/05/1939',0.008548,0.0,0.0,Jack Hively,"Drama, Romance",6.2,141,N/A,RKO Pictures
Panic Bodies,'27/10/2003',0.003825,0.0,0.0,Mike Hoolboom,Documentary,6.7,10,N/A,N/A
Jerks of All Trades,'15/11/1949',0.002366,0.0,0.0,George Cahan,Comedy,6.8,143,N/A,N/A
Frontier Law,'01/06/1943',0.002091,0.0,0.0,Elmer Clifton,"Action, Adventure, Music, Romance, Western",N/A,N/A,N/A,N/A
Song of Love,'09/10/1947',0.023628,0.0,0.0,Clarence Brown,"Drama, Music, Romance",6.8,775,N/A,MGM
Lego Jack Stone,'01/01/2001',0.001876,0.0,0.0,Robert Dorney,"Animation, Short, Family",6.7,6,N/A,N/A
Mone,'NaT',nan,0.0,0.0,Montazur Rahman Akbar,Drama,6.8,12,N/A,N/A
The Glass House,'04/02/1972',0.333825,0.0,0.0,Tom Gries,Drama,7.4,483,N/A,Westernwo
Actium Maximus,'01/01/2005',0.011025,0.0,0.0,Mark Hicks,Sci-Fi,2.5,131,N/A,N/A
Room on the Broom,'25/12/2012',0.786069,0.0,0.0,"Jan Lachauer, Max Lang","Animation, Short, Comedy",7.5,"2,218",N/A,Magic Light Pictures
Greenwich Village Story,'11/07/1963',0.001875,0.0,0.0,Jack O'Connell,Drama,7.6,5,N/A,N/A
Hei chi hei,'10/08/1972',0.002022,0.0,0.0,Pao-Shu Kao,N/A,6.0,15,N/A,N/A
The County Chairman,'11/01/1935',0.002065,0.0,0.0,John G. Blystone,"Comedy, Drama, Romance",6.5,11,N/A,N/A
Long Pants,'26/03/1927',0.009495,0.0,0.0,Frank Capra,Comedy,6.6,327,N/A,N/A
La scelta,'02/04/2015',0.196883,0.0,0.0,Michele Placido,Drama,5.4,154,N/A,N/A
Flic Story,'01/10/1975',0.588128,0.0,0.0,Jacques Deray,"Crime, Drama, Thriller",7.0,"1,382",N/A,Lira Films
Christabel,'12/06/2001',0.001878,0.0,0.0,James Fotopoulos,N/A,N/A,N/A,N/A,N/A
The Jerusalem File,'02/02/1972',0.104471,0.0,0.0,John Flynn,"Action, Drama, Thriller",6.0,36,N/A,N/A
Zombie on the Loose,'01/01/2010',0.009424,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A
El chulo,'11/02/1974',0.022782,0.0,0.0,Pedro Lazaga,Comedy,6.4,9,N/A,N/A
Luvrgrl,'NaT',0.050625,0.0,0.0,Lee Bennett Sobel,Drama,4.1,16,N/A,N/A
The Last Outlaw,'30/10/1993',0.898902,0.0,0.0,Geoff Murphy,Western,6.4,"1,729",N/A,Davis Entertainment
Kataku,'31/12/1979',2e-06,0.0,0.0,Kihachiro Kawamoto,"Animation, Short",7.1,179,N/A,N/A
Snuffet,'26/08/2014',0.043046,500.0,0.0,Dustin Mills,Horror,6.9,21,N/A,N/A
Wolflady,'22/11/2014',0.045201,0.0,0.0,Daan Willekens,Documentary,8.4,16,N/A,N/A
David Cross: Let America Laugh,'04/11/2003',0.251415,0.0,0.0,"Lance Bangs, David Cross","Comedy, Documentary",7.0,695,N/A,N/A
Minor,'18/07/2017',0.746006,0.0,0.0,Kelvin Parker,Drama,N/A,N/A,N/A,N/A
Cuernavaca En Primavera,'21/07/1966',0.004635,0.0,0.0,Julio Bracho,"Comedy, Drama",6.8,13,N/A,N/A
Las emociones de la muerte,'19/08/2016',0.11091,0.0,0.0,Kevin De La Cruz,"Short, Drama, Thriller",N/A,N/A,N/A,N/A
The Last Rites of Joe May,'28/10/2011',0.017964,0.0,0.0,Joe Maggio,Drama,7.0,554,N/A,Tribeca Film
Ever Again,'08/12/2006',0.144031,0.0,0.0,Richard Trank,"Documentary, History, War",6.5,42,N/A,Rocky Mountain Pictures
Hansel & Gretel: Warriors of Witchcraft,'22/01/2013',0.464344,0.0,0.0,Tommy Wirkola,"Action, Fantasy, Horror",6.1,"169,775","$55,000,000",Paramount Pictures/MGM
Cardiac Arrest,'28/01/1980',6e-05,0.0,0.0,Murray Mintz,"Crime, Horror, Thriller",4.2,105,N/A,Media Home Entertainment
Animata resistenza,'03/09/2014',0.026718,0.0,0.0,"Alberto Girotto, Francesco Montagner","Documentary, Animation",6.1,9,N/A,N/A
Family Prayers,'19/03/1993',0.013351,0.0,0.0,Scott M. Rosenfelt,Drama,6.1,90,N/A,N/A
Odd Thomas,'16/04/2013',2.124704,27000000.0,0.0,Stephen Sommers,"Comedy, Fantasy, Horror",6.9,"39,407",N/A,RLJ/Image Entertainment
Que hombre tan sin embargo,'06/04/1967',0.028746,0.0,0.0,Julián Soler,Comedy,6.6,5,N/A,N/A
Frozen,'27/11/2013',19.669328,150000000.0,1274219009.0,"Chris Buck, Jennifer Lee","Animation, Adventure, Comedy",7.5,"460,531","$400,736,600",Walt Disney Pictures
Two for the Road,'27/04/1967',1.372873,0.0,0.0,Stanley Donen,"Drama, Comedy, Romance",7.6,"9,683",N/A,Fox
The Cruel Sea,'24/02/1953',1.590997,0.0,0.0,Charles Frend,"Drama, War",7.7,"3,235",N/A,Eric Ambler
ExamiNation,'NaT',4e-06,0.0,0.0,Paul McKeown,"Short, Comedy",N/A,N/A,N/A,N/A
Salt,'30/09/2014',0.031653,0.0,0.0,Daniel Coy,"Documentary, Short",N/A,N/A,N/A,N/A
Les Gorilles,'23/12/1964',0.214414,0.0,0.0,Jean Girault,Comedy,6.3,33,N/A,N/A
The Coroner,'01/01/1999',0.02097,0.0,0.0,"Juan Mas, Alan Smithee",Horror,2.8,388,N/A,New Concorde Home Entertainment
Peter Ibbetson,'07/11/1935',0.25677,0.0,0.0,Henry Hathaway,"Drama, Fantasy, Romance",7.3,"1,440",N/A,Paramount Pictures
Millions: A Lottery Story,'20/04/2006',0.007357,0.0,0.0,Paul La Blanc,Documentary,6.7,52,N/A,N/A
Ben Boyer and the Phenomenology of Automobile Branding,'20/07/2001',0.003634,0.0,0.0,Rian Johnson,Short,5.5,13,N/A,N/A
Up the Wolves,'14/02/2015',0.079313,20.0,0.0,Rocky Pajarito,"Short, Comedy, Drama",N/A,N/A,N/A,N/A
Alice's Knaughty Knight,'01/05/1927',0.002831,0.0,0.0,Walt Disney,"Animation, Short, Comedy",5.5,6,N/A,N/A
Tart,'23/04/2001',0.619371,3300000.0,0.0,Christina Wayne,"Crime, Drama, Romance",4.7,"2,609",N/A,LionsGate Entertainment
Hotter Than Hell,'01/07/1971',0.0,0.0,0.0,Al Mamar,"Adult, Comedy, Horror",3.5,25,N/A,N/A
Melancholia,'27/08/2008',0.238823,0.0,0.0,Lav Diaz,Drama,7.5,246,N/A,N/A
O Oitavo Selo,'02/04/1999',0.001875,0.0,0.0,Tomás Creus,Short,6.0,57,N/A,N/A
The Great New Wonderful,'22/04/2005',0.700748,0.0,0.0,Danny Leiner,"Comedy, Drama, Romance",5.8,"1,312","$39,712",First Independent Pictures
Mellem os,'14/06/2003',0.011587,0.0,0.0,Benjamin Holmsteen,Documentary,N/A,N/A,N/A,N/A
One Hot Summer,'26/07/2009',0.088847,0.0,0.0,Betty Kaplan,Comedy,4.3,224,N/A,Esparza/Katz Productions
Battle Sounds,'01/03/1997',0.001913,0.0,0.0,John Carluccio,Documentary,N/A,N/A,N/A,N/A
Red Hill,'05/11/2010',0.401331,0.0,0.0,Patrick Hughes,"Thriller, Western",6.4,"7,492","$20,898",Strand Releasing
So You Want to Be a Salesman,'NaT',1.1e-05,0.0,0.0,Richard L. Bare,"Comedy, Short",6.9,21,N/A,N/A
Vaisakhi List,'22/04/2016',0.070123,0.0,0.0,Smeep Kang,Comedy,6.6,164,N/A,N/A
GORED,'16/04/2015',0.035652,0.0,0.0,Ido Mizrahy,Documentary,6.0,20,N/A,MotherLode Films
Daphne,'30/06/2007',0.032345,0.0,0.0,Clare Beavan,"Biography, Drama, Romance",6.5,344,N/A,N/A
Zero Effect,'30/01/1998',0.835928,5000000.0,1980338.0,Jake Kasdan,"Comedy, Crime, Drama",7.0,"12,820",N/A,Warner Home Video
Aakhri Muqabala,'04/11/1977',0.0,0.0,0.0,Khalifa Saeed,"Action, Adventure, Musical",5.6,5,N/A,N/A
Todos los besos,'NaT',0.0186,0.0,0.0,César Aliosha Islas,Drama,N/A,N/A,N/A,N/A
China China,'13/03/2007',0.006187,0.0,0.0,"João Rui Guerra da Mata, João Pedro Rodrigues","Short, Drama",5.9,116,N/A,N/A
Irish American Ninja,'16/08/2005',0.004688,0.0,0.0,Bill Sebastian,"Action, Comedy",6.0,29,N/A,N/A
Kuroe,'15/06/2001',0.059751,0.0,0.0,Gô Rijû,Drama,6.9,88,N/A,N/A
Courte Vie,'20/10/2010',0.009375,0.0,0.0,"Adil el Fadili, Hiba Dziri","Short, Comedy",5.7,7,N/A,N/A
Marina,'18/10/1960',0.013734,0.0,0.0,Paul Martin,Musical,5.3,12,N/A,N/A
Devil's Pond,'16/12/2003',0.421191,0.0,0.0,Joel Viertel,"Drama, Thriller",5.5,"3,372",N/A,Lionsgate
Semisweet: Life in Chocolate,'06/06/2012',0.0225,0.0,0.0,Michael Allcock,"Documentary, Drama",6.4,60,N/A,N/A
Lost Kubrick: The Unfinished Films of Stanley Kubrick,'23/10/2007',0.078759,0.0,0.0,Gary Leva,"Documentary, Short",7.1,166,N/A,N/A
Before I Wake,'07/04/2016',2.986649,0.0,3295624.0,Mike Flanagan,"Drama, Fantasy, Horror",6.1,"20,536",N/A,Relativity Media
Tyomnaya noch,'NaT',0.25,0.0,0.0,Dmitri Astrakhan,Romance,5.9,11,N/A,N/A
Body Parts,'01/01/1992',0.00014,0.0,0.0,"Michael Paul Girard, Jan Marlyn Reesman","Comedy, Horror, Thriller",4.7,86,N/A,N/A
Calzone,'01/01/2009',0.00753,0.0,0.0,Vincent Dos Reis,"Short, Comedy",N/A,N/A,N/A,N/A
The Lazarus Syndrome,'01/01/1978',0.538034,0.0,0.0,Jerry Thorpe,"Drama, Thriller",5.5,86,N/A,N/A
Parachute,'NaT',0.0,0.0,0.0,"Lucas Fleischer, Paul Grellong",Short,8.1,18,N/A,N/A
WWE: The Best of Raw & Smackdown 2011,'16/04/2012',0.102746,0.0,0.0,N/A,Sport,6.0,12,N/A,N/A
Spirits Of The Fall,'25/10/2008',0.008303,0.0,0.0,Rusty Apper,"Drama, Horror, Thriller",6.1,53,N/A,N/A
Serafino,'16/12/1968',0.024803,0.0,0.0,Pietro Germi,Comedy,6.2,299,N/A,N/A
Idiots Deluxe,'20/07/1945',0.004325,0.0,0.0,Jules White,"Comedy, Short",7.9,308,N/A,N/A
An Artist's Dream,'21/05/1900',0.014264,0.0,0.0,Edwin S. Porter,"Short, Comedy",4.8,70,N/A,N/A
Kopernik,'14/02/1973',0.0,0.0,0.0,"Ewa Petelska, Czeslaw Petelski","Biography, Drama, History",6.5,26,N/A,N/A
Sex & Justice,'01/01/1993',0.0,0.0,0.0,Paul Thomas,Adult,7.1,33,N/A,N/A
Bikini Royale 2,'18/01/2010',0.01747,0.0,0.0,Fred Olen Ray,Comedy,5.5,58,N/A,N/A
Check Point,'07/03/2017',0.957123,0.0,0.0,Thomas J. Churchill,"Action, Thriller, War",3.1,475,N/A,Chasing Butterflies
Home on the Range,'02/04/2004',2.487885,110000000.0,103951461.0,"Will Finn, John Sanford","Animation, Comedy, Family",5.4,"15,073","$49,887,802",Walt Disney Pictures
Sarfarosh,'02/01/1930',0.009516,0.0,0.0,Abdul Rashid Kardar,N/A,N/A,N/A,N/A,N/A
Mulligans,'01/01/2008',0.063849,0.0,0.0,Chip Hale,"Drama, Romance",6.3,"2,290",N/A,Wolfe Video
Anecdote,'24/01/2008',0.005648,0.0,0.0,Nathan Silver,Short,N/A,N/A,N/A,N/A
Dawn,'NaT',0.0024,0.0,0.0,Zack Snyder,"Action, Adventure, Sci-Fi",6.6,"491,216","$293,792,936",Warner Bros. Pictures
Sealskins,'07/02/1932',0.002343,0.0,0.0,"Morey Lightfoot, Gilbert Pratt","Short, Comedy",5.9,20,N/A,N/A
Kan,'02/01/1985',7e-06,0.0,0.0,Terje Mærli,Drama,N/A,N/A,N/A,N/A
Transylvania 6-5000,'30/11/1963',0.004863,0.0,0.0,"Chuck Jones, Maurice Noble","Animation, Short, Comedy",8.0,798,N/A,N/A
The Congressman,'09/04/2016',0.163976,0.0,0.0,"Jared Martin, Robert Mrazek",Drama,6.0,232,N/A,N/A
Ich hab es nicht gewollt - Anatomie eines Mordfalls,'25/11/2002',0.004148,0.0,0.0,Norbert Kückelmann,N/A,7.2,17,N/A,N/A
The Pig Child,'24/09/2014',0.068909,0.0,0.0,Lucy Campbell,"Short, Drama, Sci-Fi",N/A,N/A,N/A,N/A
Am Yisrael Hai,'NaT',0.0,0.0,0.0,Assi Dayan,Drama,2.6,11,N/A,N/A
Geheimakten Solvay,'23/01/1953',0.001943,0.0,0.0,Martin Hellberg,Thriller,N/A,N/A,N/A,N/A
Dizzy Pilots,'24/09/1943',0.006644,0.0,0.0,Jules White,"Comedy, Short",7.7,311,N/A,N/A
Home of the Brave,'12/05/1949',0.012258,0.0,0.0,Mark Robson,"Drama, War",7.2,443,N/A,United Artists
Expecting Amish,'19/07/2014',0.489073,0.0,0.0,Richard Gabai,Drama,6.5,519,N/A,Check Entertainment
Doc & Darryl,'14/07/2016',0.077187,0.0,0.0,George O'Connor,"Short, Comedy",N/A,N/A,N/A,N/A
The People Under the Stairs,'01/11/1991',1.605891,6000000.0,0.0,Wes Craven,"Comedy, Horror, Mystery",6.3,"25,575",N/A,Universal Pictures
Shapes,'12/07/2008',0.00753,0.0,0.0,Alan Brennan,"Short, Horror",8.0,8,N/A,N/A
Kin chan no Cinema Jack,'22/05/1993',6.7e-05,0.0,0.0,"James Bogle, Kin'ichi Hagimoto, Jun Ichikawa, Naosuke Kurosawa, Stanley Kwan, Keisuke Miyake, Hisashi Watanabe, Shinya Yamamoto",Comedy,6.0,10,N/A,N/A
Vroeger Is Dood,'29/01/1987',1e-05,0.0,0.0,Ine Schenkkan,N/A,6.9,48,N/A,N/A
Fighting for Gemma,'10/11/1993',0.001924,0.0,0.0,Julian Jarrold,Drama,7.1,16,N/A,N/A
Street Fighter: The New Challengers,'06/09/2011',0.063048,0.0,0.0,Joe Whiteaker,Animation,6.5,11,N/A,Studio 414
Cultures of Resistance,'18/05/2010',0.009375,0.0,0.0,Iara Lee,Documentary,7.3,82,N/A,Caipirinha Productions
So Much So Fast,'09/10/2006',0.005625,0.0,0.0,"Steven Ascher, Jeanne Jordan",Documentary,7.6,202,N/A,Balcony Releasing
The Sport Parade,'11/11/1932',0.036693,0.0,0.0,Dudley Murphy,"Drama, Romance, Sport",6.0,115,N/A,N/A
